matrix_index,case_tag,partition_name,partition_basis,matrix_convention,geometry_file,simplified_geometry_file,region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
65,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000065,2148.9463267571223,2149,8432.079434167574,0.2548536625555721,19424910.827519983,7.499999999999993,286.5261769009499,-209721.64281050235,-39437.44438062941,-79.84848061666693,36.6211197512344
66,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000066,10409.960377635736,10410,8432.079434167574,1.2345662133415871,19424910.827519983,7.499999999999993,1387.9947170180994,-170055.31228915064,-39437.44438062941,-79.40442156036286,36.62898030591798
67,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000067,1890.99791116022,1891,8432.079434167574,0.2242623454776433,19424910.827519983,7.499999999999993,252.1330548213629,-165647.94223122267,-39437.44438062941,-79.35507637916882,36.62975238382514
68,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000068,3069.226717994724,3069,8432.079434167574,0.3639940470150139,19424910.827519983,7.499999999999993,409.2302290659636,112016.3714182394,-39437.44438062941,-76.24545547623997,36.63752361616887
69,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000069,1095.743806195837,1096,8432.079434167574,0.1299494169558911,19424910.827519983,7.499999999999993,146.09917415944506,116423.74147616736,-39437.44438062941,-76.19610031193476,36.63699817885068
70,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000070,0.0,0,8432.079434167574,0.0,33273520.76376978,12.846978189198405,0.0,147077.73419118294,-37871.46601436957,-75.85254875735684,36.64691481695771
71,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000071,456.32219772310447,456,8432.079434167574,0.054117397883379,77699643.31007996,29.999999999999982,15.210739924103487,-35630.5255223476,-37233.75935166542,-77.89917133071678,36.66329909134587
72,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000072,398.7234335457939,399,8432.079434167574,0.0472864892531881,77699643.31007996,29.999999999999982,13.290781118193136,-26815.785406491654,-37233.75935166542,-77.80041990319356,36.663586452346514
73,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000073,718.7681534041715,719,8432.079434167574,0.0852420994151995,77699643.31007996,29.999999999999982,23.95893844680573,-18001.045290635717,-37233.75935166542,-77.70166785091686,36.663792687894286
74,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000074,1685.7603562202632,1686,8432.079434167574,0.1999222575382064,77699643.31007996,29.999999999999982,56.1920118740088,-9186.305174779774,-37233.75935166542,-77.60291537924785,36.66391779736029
75,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000075,5885.187764490468,5885,8432.079434167574,0.6979521256219595,77699643.31007996,29.999999999999982,196.1729254830157,-371.56505892383393,-37233.75935166542,-77.5041626935529,36.66396178036293
76,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000076,507.2323639271563,507,8432.079434167574,0.0601550741886756,77699643.31007996,29.999999999999982,16.907745464238552,8443.175056932108,-37233.75935166542,-77.40540999920105,36.66392463676812
77,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000077,315.75496149671176,316,8432.079434167574,0.0374468675208683,77699643.31007996,29.999999999999982,10.52516538322373,17257.91517278805,-37233.75935166542,-77.3066575015615,36.66380636668914
78,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000078,451.06348760330087,451,8432.079434167574,0.0534937426912215,77699643.31007996,29.999999999999982,15.035449586776704,26072.65528864399,-37233.75935166542,-77.20790540600095,36.66360697048663
79,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000079,1039.3395982849493,1039,8432.079434167574,0.1232601763775431,77699643.31007993,29.99999999999997,34.64465327616501,-317702.2092297376,-37233.759351665416,-81.0576594993022,36.61128601334091
80,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000080,3316.856047491936,3317,8432.079434167574,0.3933615750880768,77699643.31007993,29.99999999999997,110.5618682497313,-308887.46911388164,-37233.759351665416,-80.95903632931206,36.61416757697788
81,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000081,2402.5702760759405,2403,8432.079434167574,0.2849321208171381,77699643.31007993,29.99999999999997,80.08567586919808,-300072.7289980257,-37233.759351665416,-80.86040598107382,36.61696816582695
82,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000082,1693.37517505832,1693,8432.079434167574,0.2008253347562886,77699643.31007993,29.99999999999997,56.445839168610725,-291257.98888216977,-37233.759351665416,-80.7617686584329,36.61968777135201
83,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000083,2293.481245161029,2293,8432.079434167574,0.2719947390281487,77699643.31007993,29.99999999999997,76.44937483870105,-282443.24876631383,-37233.759351665416,-80.6631245653214,36.622326385263534
84,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000084,1555.9554587528748,1556,8432.079434167574,0.184528083600351,77699643.31007993,29.99999999999997,51.86518195842921,-273628.5086504579,-37233.759351665416,-80.56447390575562,36.62488399951864
85,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000085,682.5063662535567,683,8432.079434167574,0.0809416433493234,77699643.31007993,29.99999999999997,22.750212208451916,-264813.768534602,-37233.759351665416,-80.46581688383351,36.62736060632115
86,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000086,443.6318303624413,444,8432.079434167574,0.0526123874693119,77699643.31007993,29.99999999999997,14.787727678748055,-255999.028418746,-37233.759351665416,-80.36715370373223,36.629756198121584
87,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000087,2437.660630075436,2438,8432.079434167574,0.2890936511102833,77699643.31007993,29.99999999999997,81.25535433584793,-247184.28830289005,-37233.759351665416,-80.26848456970549,36.63207076761722
88,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000088,2249.898657708936,2250,8432.079434167574,0.2668260747867407,77699643.31007993,29.99999999999997,74.99662192363127,-238369.54818703412,-37233.759351665416,-80.16980968608115,36.63430430775218
89,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000089,1222.1742988287854,1222,8432.079434167574,0.1449434043370631,77699643.31007993,29.99999999999997,40.73914329429289,-229554.80807117824,-37233.759351665416,-80.0711292572586,36.63645681171741
90,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_000090,3755.674032790611,3756,8432.079434167574,0.4454030660067395,77699643.31007993,29.99999999999997,125.18913442635382,-220740.06795532227,-37233.759351665416,-79.97244348770631,36.63852827295072
